hhid,persid,dayType,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS,homeregion_ASGS,wasted_time
Y24H5740109,Y24H5740109P03,Weekday,school bus,21,4.78611,23.0,1404.266673306,melb - outer,greater melbourne,2.0
Y24H5740109,Y24H5740109P04,Weekday,school bus,21,4.78611,23.0,2949.606307617,melb - outer,greater melbourne,2.0
Y24H5740109,Y24H5740109P05,Weekday,walking,20,0.93423,20.0,1165.139175907,melb - outer,greater melbourne,0.0
Y24H5740131,Y24H5740131P03,Weekday,school bus,47,24.92903,50.0,1099.835321362,melb - outer,greater melbourne,3.0
Y24H5740131,Y24H5740131P04,Weekday,vehicle passenger,10,1.48545,10.0,1937.859267351,melb - outer,greater melbourne,0.0
Y24H5740337,Y24H5740337P01,Weekday,vehicle driver,30,13.90308,30.0,1730.781281112,melb - inner,greater melbourne,0.0
Y24H5740337,Y24H5740337P02,Weekday,train,48,13.627679999999998,50.0,646.550865959,melb - inner,greater melbourne,2.0
Y24H5740340,Y24H5740340P02,Weekday,walking,25,2.45053,25.0,1008.253901433,melb - inner,greater melbourne,0.0
Y24H5740501,Y24H5740501P03,Weekday,walking,5,0.38306,5.0,517.335691331,melb - outer,greater melbourne,0.0
Y24H5740501,Y24H5740501P04,Weekday,walking,5,0.38306,5.0,517.335691331,melb - outer,greater melbourne,0.0
Y24H5740505,Y24H5740505P03,Weekday,public bus,20,3.20171,20.0,1625.905959139,melb - outer,greater melbourne,0.0
Y24H5740519,Y24H5740519P03,Weekday,walking,10,0.7363,10.0,1276.990443275,melb - outer,greater melbourne,0.0
Y24H5740522,Y24H5740522P03,Weekday,vehicle passenger,14,8.78115,14.0,967.736228875,melb - outer,greater melbourne,0.0
Y24H5740525,Y24H5740525P03,Weekday,walking,5,0.14027,5.0,778.099703464,melb - outer,greater melbourne,0.0
Y24H5740525,Y24H5740525P04,Weekday,walking,5,0.14027,5.0,778.099703464,melb - outer,greater melbourne,0.0
Y24H5740529,Y24H5740529P03,Weekday,vehicle passenger,5,0.53081,5.0,551.824737419,melb - outer,greater melbourne,0.0
Y24H5740530,Y24H5740530P03,Weekday,vehicle passenger,10,5.90582,10.0,269.008335863,melb - outer,greater melbourne,0.0
Y24H5740533,Y24H5740533P03,Weekday,vehicle passenger,10,6.84792,10.0,1420.362420689,melb - outer,greater melbourne,0.0
Y24H5750204,Y24H5750204P02,Weekday,vehicle passenger,25,9.37015,25.0,482.723910037,melb - middle,greater melbourne,0.0
Y24H5750216,Y24H5750216P03,Weekday,vehicle passenger,12,5.68043,12.0,516.056246283,melb - middle,greater melbourne,0.0
Y24H5750233,Y24H5750233P03,Weekday,train,49,13.818639999999998,65.0,795.260765041,melb - middle,greater melbourne,16.0
Y24H5750324,Y24H5750324P03,Weekday,walking,11,1.05425,11.0,955.875355996,melb - middle,greater melbourne,0.0
Y24H5750333,Y24H5750333P03,Weekday,train,36,10.564610000000002,43.0,1198.378620849,melb - middle,greater melbourne,7.0
Y24H5750333,Y24H5750333P04,Weekday,tram,60,8.37898,63.0,1855.386461497,melb - middle,greater melbourne,3.0
Y24H5750401,Y24H5750401P04,Weekday,vehicle passenger,30,28.60725,30.0,548.46914142,melb - outer,greater melbourne,0.0
Y24H5750403,Y24H5750403P04,Weekday,public bus,79,10.56782,100.0,506.567115538,melb - outer,greater melbourne,21.0
Y24H5750403,Y24H5750403P05,Weekday,public bus,13,2.06148,20.0,502.50650724,melb - outer,greater melbourne,7.0
Y24H5750415,Y24H5750415P03,Weekday,vehicle passenger,7,3.47778,7.0,804.057407846,melb - outer,greater melbourne,0.0
Y24H5750418,Y24H5750418P05,Weekday,vehicle passenger,15,2.13441,15.0,1310.362552331,melb - outer,greater melbourne,0.0
Y24H5750420,Y24H5750420P01,Weekend,vehicle driver,110,44.2941,119.0,268.44579161,melb - outer,greater melbourne,9.0
Y24H5750430,Y24H5750430P03,Weekday,vehicle passenger,33,23.42088,33.0,719.659820532,melb - outer,greater melbourne,0.0
Y24H5750430,Y24H5750430P04,Weekday,vehicle passenger,33,23.42088,33.0,1915.100508936,melb - outer,greater melbourne,0.0
Y24H5750436,Y24H5750436P04,Weekday,vehicle passenger,16,7.0946,16.0,426.987402591,melb - outer,greater melbourne,0.0
Y24H5760231,Y24H5760231P03,Weekday,vehicle passenger,45,24.53753,45.0,500.525163432,melb - outer,greater melbourne,0.0
Y24H5760232,Y24H5760232P03,Weekday,vehicle passenger,5,1.21755,5.0,349.879338022,melb - outer,greater melbourne,0.0
Y24H5760310,Y24H5760310P02,Weekday,walking,5,0.37082,5.0,2522.649924694,melb - middle,greater melbourne,0.0
Y24H5760329,Y24H5760329P03,Weekday,vehicle driver,45,23.30882,45.0,640.613534447,melb - middle,greater melbourne,0.0
Y24H5760329,Y24H5760329P04,Weekday,vehicle passenger,5,2.55467,5.0,465.794163083,melb - middle,greater melbourne,0.0
Y24H5760331,Y24H5760331P03,Weekday,vehicle passenger,3,1.5763,3.0,1322.988064409,melb - middle,greater melbourne,0.0
Y24H5760331,Y24H5760331P03,Weekday,vehicle passenger,5,1.5763,5.0,1322.988064409,melb - middle,greater melbourne,0.0
Y24H5760424,Y24H5760424P03,Weekday,vehicle passenger,5,1.25177,5.0,1931.272182385,melb - middle,greater melbourne,0.0
Y24H5760511,Y24H5760511P05,Weekday,vehicle passenger,59,29.00602,59.0,960.618068304,melb - outer,greater melbourne,0.0
Y24H5760511,Y24H5760511P05,Weekday,vehicle passenger,10,4.57786,10.0,960.618068304,melb - outer,greater melbourne,0.0
Y24H5760511,Y24H5760511P06,Weekday,vehicle passenger,59,29.00602,59.0,929.169929503,melb - outer,greater melbourne,0.0
Y24H5760523,Y24H5760523P03,Weekday,vehicle passenger,11,5.73664,11.0,951.134047647,melb - outer,greater melbourne,0.0
Y24H5760523,Y24H5760523P04,Weekday,vehicle passenger,11,5.73664,11.0,951.134047647,melb - outer,greater melbourne,0.0
Y24H5760523,Y24H5760523P05,Weekday,vehicle passenger,11,5.73664,11.0,922.776510479,melb - outer,greater melbourne,0.0
Y24H5760525,Y24H5760525P03,Weekday,vehicle passenger,31,16.78067,31.0,1263.176848029,melb - outer,greater melbourne,0.0
Y24H5760533,Y24H5760533P03,Weekday,vehicle passenger,1,0.92617,1.0,597.707203509,melb - outer,greater melbourne,0.0
Y24H5760533,Y24H5760533P04,Weekday,vehicle passenger,1,0.92617,1.0,543.741930232,melb - outer,greater melbourne,0.0
Y24H5760537,Y24H5760537P03,Weekday,walking,15,0.85078,15.0,1588.194050291,melb - outer,greater melbourne,0.0
Y24H5760537,Y24H5760537P04,Weekday,vehicle passenger,2,0.8497,2.0,823.857433767,melb - outer,greater melbourne,0.0
Y24H5770201,Y24H5770201P03,Weekday,vehicle passenger,15,7.29476,15.0,670.179357501,melb - outer,greater melbourne,0.0
Y24H5770201,Y24H5770201P04,Weekday,vehicle passenger,15,7.29476,15.0,572.502300683,melb - outer,greater melbourne,0.0
Y24H5770212,Y24H5770212P03,Weekday,vehicle passenger,5,1.53679,5.0,1591.092986429,melb - outer,greater melbourne,0.0
Y24H5770240,Y24H5770240P03,Weekday,vehicle passenger,5,1.04893,5.0,560.855336515,melb - outer,greater melbourne,0.0
Y24H5770322,Y24H5770322P03,Weekday,tram,27,3.38514,34.0,1612.498173473,melb - inner,greater melbourne,7.0
Y24H5770517,Y24H5770517P03,Weekday,walking,7,0.37222,7.0,1829.944291455,melb - middle,greater melbourne,0.0
Y24H5780104,Y24H5780104P03,Weekday,vehicle driver,25,10.08021,25.0,3632.344118091,melb - outer,greater melbourne,0.0
Y24H5780108,Y24H5780108P03,Weekday,vehicle passenger,5,0.84437,5.0,1492.427980963,melb - outer,greater melbourne,0.0
Y24H5780108,Y24H5780108P04,Weekday,vehicle passenger,5,0.84437,5.0,2181.649413403,melb - outer,greater melbourne,0.0
Y24H5780122,Y24H5780122P03,Weekday,vehicle driver,34,32.32599,37.0,1306.190152982,melb - outer,greater melbourne,3.0
Y24H5780140,Y24H5780140P03,Weekday,vehicle passenger,5,1.44678,5.0,679.81296656,melb - outer,greater melbourne,0.0
Y24H5780140,Y24H5780140P04,Weekday,vehicle passenger,5,1.44678,5.0,1849.613024967,melb - outer,greater melbourne,0.0
Y24H5780204,Y24H5780204P03,Weekday,vehicle passenger,12,2.05924,12.0,1357.705365123,melb - middle,greater melbourne,0.0
Y24H5780204,Y24H5780204P04,Weekday,vehicle passenger,12,2.05924,12.0,1416.835053834,melb - middle,greater melbourne,0.0
Y24H5780303,Y24H5780303P02,Weekday,vehicle passenger,10,4.53128,10.0,1066.689581474,melb - inner,greater melbourne,0.0
Y24H5780308,Y24H5780308P03,Weekday,school bus,18,2.63604,20.0,564.522187996,melb - inner,greater melbourne,2.0
Y24H5780308,Y24H5780308P04,Weekday,school bus,18,2.63604,20.0,1117.100732181,melb - inner,greater melbourne,2.0
Y24H5780318,Y24H5780318P04,Weekday,school bus,35,11.12658,35.0,670.975150962,melb - inner,greater melbourne,0.0
Y24H5780318,Y24H5780318P05,Weekday,school bus,40,11.12658,40.0,670.975150962,melb - inner,greater melbourne,0.0
Y24H5780324,Y24H5780324P03,Weekday,vehicle passenger,10,2.29435,10.0,1240.747985362,melb - inner,greater melbourne,0.0
Y24H5780324,Y24H5780324P04,Weekday,vehicle passenger,10,2.84059,10.0,693.646396639,melb - inner,greater melbourne,0.0
Y24H5780324,Y24H5780324P05,Weekday,vehicle passenger,10,2.84059,10.0,783.151125366,melb - inner,greater melbourne,0.0
Y24H5780330,Y24H5780330P03,Weekday,vehicle passenger,7,2.11471,7.0,352.524809759,melb - inner,greater melbourne,0.0
Y24H5780330,Y24H5780330P04,Weekday,vehicle passenger,7,2.11471,7.0,352.524809759,melb - inner,greater melbourne,0.0
Y24H5780405,Y24H5780405P03,Weekday,vehicle passenger,9,1.79648,9.0,258.068428579,melb - inner,greater melbourne,0.0
Y24H5780416,Y24H5780416P04,Weekday,walking,15,0.45109,15.0,213.329223495,melb - inner,greater melbourne,0.0
Y24H5780417,Y24H5780417P03,Weekday,walking,10,0.49026,10.0,480.070374449,melb - inner,greater melbourne,0.0
Y24H5780417,Y24H5780417P04,Weekday,walking,10,0.49026,10.0,530.643553516,melb - inner,greater melbourne,0.0
Y24H5780436,Y24H5780436P01,Weekday,train,90,33.161,100.0,579.080932505,melb - inner,greater melbourne,10.0
Y24H5780436,Y24H5780436P02,Weekday,vehicle driver,60,36.97685,60.0,865.108448715,melb - inner,greater melbourne,0.0
Y24H5790103,Y24H5790103P03,Weekday,vehicle passenger,1,0.49672,1.0,569.872217535,melb - outer,greater melbourne,0.0
Y24H5790124,Y24H5790124P03,Weekday,vehicle passenger,3,1.60848,3.0,727.598295699,melb - outer,greater melbourne,0.0
Y24H5790124,Y24H5790124P04,Weekday,vehicle passenger,3,1.60848,3.0,997.639563864,melb - outer,greater melbourne,0.0
Y24H5790125,Y24H5790125P04,Weekday,vehicle passenger,7,1.51459,7.0,843.503284898,melb - outer,greater melbourne,0.0
Y24H5790208,Y24H5790208P03,Weekday,vehicle passenger,10,2.63371,15.0,798.943343257,melb - middle,greater melbourne,5.0
Y24H5790212,Y24H5790212P04,Weekday,train,45,19.19978,50.0,860.475391774,melb - middle,greater melbourne,5.0
Y24H5790215,Y24H5790215P03,Weekday,vehicle passenger,8,1.88278,13.0,548.117379175,melb - middle,greater melbourne,5.0
Y24H5790217,Y24H5790217P03,Weekday,vehicle passenger,10,2.80217,10.0,1045.046378374,melb - middle,greater melbourne,0.0
Y24H5790217,Y24H5790217P04,Weekday,vehicle passenger,10,2.80217,10.0,622.459814327,melb - middle,greater melbourne,0.0
Y24H5790218,Y24H5790218P04,Weekday,bicycle,10,1.51152,10.0,456.42598179,melb - middle,greater melbourne,0.0
Y24H5790223,Y24H5790223P06,Weekday,vehicle passenger,10,4.01274,10.0,1191.029640393,melb - middle,greater melbourne,0.0
Y24H5790230,Y24H5790230P04,Weekday,vehicle passenger,15,6.96249,15.0,742.913119539,melb - middle,greater melbourne,0.0
Y24H5790237,Y24H5790237P03,Weekday,walking,10,1.01148,10.0,1560.459466182,melb - middle,greater melbourne,0.0
Y24H5790237,Y24H5790237P04,Weekday,vehicle passenger,14,6.20504,15.0,556.02028634,melb - middle,greater melbourne,1.0
Y24H5790240,Y24H5790240P05,Weekday,vehicle passenger,22,5.30906,22.0,1699.237023445,melb - middle,greater melbourne,0.0
Y24H5790240,Y24H5790240P06,Weekday,vehicle passenger,30,8.94362,33.0,581.773489004,melb - middle,greater melbourne,3.0
Y24H5790240,Y24H5790240P07,Weekday,vehicle passenger,40,10.05602,45.0,433.128087241,melb - middle,greater melbourne,5.0
Y24H5790316,Y24H5790316P04,Weekday,vehicle passenger,6,2.48459,6.0,636.586312108,melb - inner,greater melbourne,0.0
Y24H5790316,Y24H5790316P05,Weekday,vehicle passenger,6,2.48459,6.0,636.586312108,melb - inner,greater melbourne,0.0
Y24H5800202,Y24H5800202P04,Weekday,vehicle driver,58,34.0165,138.0,822.786940375,melb - inner,greater melbourne,80.0
Y24H5800210,Y24H5800210P04,Weekday,train,32,7.14611,32.0,766.833622055,melb - inner,greater melbourne,0.0
Y24H5800215,Y24H5800215P03,Weekday,vehicle passenger,15,7.04778,15.0,1725.766040332,melb - inner,greater melbourne,0.0
Y24H5800215,Y24H5800215P04,Weekday,vehicle passenger,15,7.04778,15.0,742.036793906,melb - inner,greater melbourne,0.0
Y24H5800215,Y24H5800215P05,Weekday,vehicle passenger,20,7.725300000000001,20.0,744.794396027,melb - inner,greater melbourne,0.0
Y24H5800217,Y24H5800217P05,Weekday,train,27,6.56839,31.0,1861.764106264,melb - inner,greater melbourne,4.0
Y24H5800218,Y24H5800218P04,Weekday,vehicle passenger,4,2.99958,4.0,527.349269422,melb - inner,greater melbourne,0.0
Y24H5800219,Y24H5800219P03,Weekday,walking,11,0.70788,11.0,1164.521212085,melb - inner,greater melbourne,0.0
Y24H5800219,Y24H5800219P04,Weekday,walking,11,0.70788,11.0,2022.316231572,melb - inner,greater melbourne,0.0
Y24H5800231,Y24H5800231P05,Weekday,vehicle passenger,10,2.03731,10.0,3921.060702748,melb - middle,greater melbourne,0.0
Y24H5800237,Y24H5800237P03,Weekday,vehicle driver,51,16.25928,51.0,1012.283941335,melb - middle,greater melbourne,0.0
Y24H5800237,Y24H5800237P04,Weekday,vehicle driver,69,23.72603,119.0,1012.283941335,melb - middle,greater melbourne,50.0
Y24H5800239,Y24H5800239P03,Weekday,vehicle passenger,10,1.57602,10.0,887.0084082,melb - middle,greater melbourne,0.0
Y24H5800239,Y24H5800239P04,Weekday,vehicle passenger,10,1.57602,10.0,1008.924502636,melb - middle,greater melbourne,0.0
Y24H5800338,Y24H5800338P03,Weekday,walking,20,0.97629,20.0,3581.742670178,melb - inner,greater melbourne,0.0
Y24H5800339,Y24H5800339P01,Weekday,tram,26,2.49544,30.0,5161.165628096,melb - inner,greater melbourne,4.0
Y24H5800339,Y24H5800339P02,Weekday,train,60,23.90245999999999,70.0,5478.100581443,melb - inner,greater melbourne,10.0
Y24H5800439,Y24H5800439P04,Weekday,vehicle passenger,8,3.35789,8.0,2783.611839862,melb - middle,greater melbourne,0.0
Y24H5800439,Y24H5800439P05,Weekday,vehicle passenger,8,3.35789,8.0,5431.531173665,melb - middle,greater melbourne,0.0
Y24H5800540,Y24H5800540P03,Weekday,public bus,17,2.85308,20.0,3398.442982574,melb - outer,greater melbourne,3.0
Y24H5800540,Y24H5800540P04,Weekday,public bus,17,2.85308,20.0,2818.826277834,melb - outer,greater melbourne,3.0
Y24H5800540,Y24H5800540P05,Weekday,public bus,17,2.85308,20.0,2818.826277834,melb - outer,greater melbourne,3.0
Y24H5810101,Y24H5810101P05,Weekday,vehicle passenger,5,1.63072,5.0,1527.345835753,melb - outer,greater melbourne,0.0
Y24H5810102,Y24H5810102P04,Weekday,train,54,40.02716,75.0,1222.571735963,melb - outer,greater melbourne,21.0
Y24H5810102,Y24H5810102P05,Weekday,vehicle passenger,12,5.07443,12.0,1653.953879191,melb - outer,greater melbourne,0.0
Y24H5810115,Y24H5810115P04,Weekday,vehicle passenger,70,46.13884,70.0,1924.78211873,melb - outer,greater melbourne,0.0
Y24H5810115,Y24H5810115P05,Weekday,vehicle passenger,9,6.07934,9.0,817.184144518,melb - outer,greater melbourne,0.0
Y24H5810123,Y24H5810123P03,Weekday,vehicle passenger,3,0.76496,3.0,900.972213657,melb - outer,greater melbourne,0.0
Y24H5810126,Y24H5810126P03,Weekday,vehicle passenger,10,3.01768,10.0,1748.793415838,melb - outer,greater melbourne,0.0
Y24H5810126,Y24H5810126P04,Weekday,vehicle passenger,5,0.71135,5.0,1112.168858223,melb - outer,greater melbourne,0.0
Y24H5810129,Y24H5810129P03,Weekday,vehicle passenger,5,0.72888,5.0,1335.514237548,melb - outer,greater melbourne,0.0
Y24H5810129,Y24H5810129P04,Weekday,vehicle passenger,5,0.72888,5.0,1335.514237548,melb - outer,greater melbourne,0.0
Y24H5810140,Y24H5810140P04,Weekday,vehicle passenger,20,5.04448,20.0,1243.799227315,melb - outer,greater melbourne,0.0
Y24H5810140,Y24H5810140P05,Weekday,vehicle passenger,20,5.04448,20.0,2015.660884729,melb - outer,greater melbourne,0.0
Y24H5810205,Y24H5810205P05,Weekday,vehicle passenger,2,1.34644,2.0,1350.713636635,melb - middle,greater melbourne,0.0
Y24H5810209,Y24H5810209P05,Weekday,vehicle passenger,11,4.68922,11.0,1128.09852928,melb - middle,greater melbourne,0.0
Y24H5810215,Y24H5810215P04,Weekday,vehicle passenger,15,8.11805,15.0,538.549145553,melb - middle,greater melbourne,0.0
Y24H5810508,Y24H5810508P03,Weekday,vehicle passenger,25,12.46602,25.0,933.237998963,melb - outer,greater melbourne,0.0
Y24H5810529,Y24H5810529P03,Weekday,walking,10,0.91454,10.0,878.719190862,melb - outer,greater melbourne,0.0
Y24H5810529,Y24H5810529P04,Weekday,walking,10,0.91454,10.0,569.756010133,melb - outer,greater melbourne,0.0
Y24H5820108,Y24H5820108P04,Weekday,vehicle driver,20,8.36357,20.0,289.092233466,melb - outer,greater melbourne,0.0
Y24H5820330,Y24H5820330P03,Weekday,vehicle passenger,15,3.04722,15.0,876.276076824,melb - inner,greater melbourne,0.0
Y24H5820408,Y24H5820408P03,Weekday,vehicle passenger,10,0.99238,10.0,776.453034963,melb - outer,greater melbourne,0.0
Y24H5820437,Y24H5820437P03,Weekday,train,121,58.3117,200.0,1535.061811472,melb - outer,greater melbourne,79.0
Y24H5820437,Y24H5820437P04,Weekday,vehicle passenger,35,20.71898,35.0,983.680002446,melb - outer,greater melbourne,0.0
Y24H5820525,Y24H5820525P04,Weekday,train,128,37.00022,128.0,470.357065311,melb - outer,greater melbourne,0.0
Y24H5830108,Y24H5830108P03,Weekday,vehicle passenger,39,30.98756,39.0,1027.19455885,melb - middle,greater melbourne,0.0
Y24H5840211,Y24H5840211P02,Weekday,vehicle passenger,20,5.63252,20.0,1346.001330033,melb - middle,greater melbourne,0.0
Y24H5840302,Y24H5840302P02,Weekday,train,31,7.69269,34.0,371.504120159,melb - inner,greater melbourne,3.0
Y24H5840319,Y24H5840319P03,Weekday,vehicle passenger,10,1.72573,10.0,972.194742207,melb - inner,greater melbourne,0.0
Y24H5840319,Y24H5840319P04,Weekday,vehicle passenger,10,1.72573,10.0,1097.641983182,melb - inner,greater melbourne,0.0
Y24H5840333,Y24H5840333P02,Weekday,vehicle passenger,6,2.25477,6.0,1267.244218126,melb - inner,greater melbourne,0.0
Y24H5840402,Y24H5840402P03,Weekday,vehicle passenger,5,2.08127,5.0,2226.031520814,melb - outer,greater melbourne,0.0
Y24H5840412,Y24H5840412P03,Weekday,vehicle passenger,5,2.12237,5.0,3775.178320883,melb - outer,greater melbourne,0.0
Y24H5840431,Y24H5840431P03,Weekday,vehicle passenger,20,1.75034,20.0,5812.93890466,melb - outer,greater melbourne,0.0
Y24H5840501,Y24H5840501P03,Weekday,vehicle passenger,10,6.02551,10.0,247.544080613,melb - outer,greater melbourne,0.0
Y24H5840504,Y24H5840504P04,Weekday,vehicle passenger,10,5.26852,10.0,448.654987903,melb - outer,greater melbourne,0.0
Y24H5840504,Y24H5840504P05,Weekday,vehicle passenger,13,2.14979,13.0,330.059348215,melb - outer,greater melbourne,0.0
Y24H5840517,Y24H5840517P03,Weekday,vehicle passenger,45,2.89071,50.0,533.750628509,melb - outer,greater melbourne,5.0
Y24H5840532,Y24H5840532P03,Weekday,vehicle passenger,5,0.94703,5.0,1502.437277541,melb - outer,greater melbourne,0.0
Y24H5850202,Y24H5850202P03,Weekday,vehicle passenger,10,4.43414,10.0,733.668116275,melb - outer,greater melbourne,0.0
Y24H5850202,Y24H5850202P04,Weekday,vehicle passenger,14,8.58947,15.0,521.240438878,melb - outer,greater melbourne,1.0
Y24H5850208,Y24H5850208P05,Weekday,vehicle passenger,14,5.41263,14.0,938.829967292,melb - outer,greater melbourne,0.0
Y24H5850224,Y24H5850224P03,Weekday,vehicle passenger,16,8.74536,16.0,529.305653586,melb - outer,greater melbourne,0.0
Y24H5850231,Y24H5850231P03,Weekday,public bus,36,2.96967,38.0,504.406192797,melb - outer,greater melbourne,2.0
Y24H5850310,Y24H5850310P03,Weekday,train,40,8.054839999999999,44.0,2501.559542737,melb - inner,greater melbourne,4.0
Y24H5850310,Y24H5850310P04,Weekday,vehicle passenger,9,1.62627,10.0,1575.962472203,melb - inner,greater melbourne,1.0
Y24H5850310,Y24H5850310P05,Weekday,vehicle passenger,5,1.00964,5.0,2054.29120978,melb - inner,greater melbourne,0.0
Y24H5850318,Y24H5850318P03,Weekday,walking,10,0.96402,10.0,719.980612374,melb - inner,greater melbourne,0.0
Y24H5850516,Y24H5850516P02,Weekday,vehicle passenger,40,9.26299,40.0,913.464715719,melb - outer,greater melbourne,0.0
Y24H5850524,Y24H5850524P04,Weekday,vehicle passenger,15,3.77066,15.0,2171.409474512,melb - outer,greater melbourne,0.0
Y24H5850540,Y24H5850540P03,Weekday,vehicle passenger,9,3.82523,9.0,613.633311683,melb - outer,greater melbourne,0.0
Y24H5860105,Y24H5860105P03,Weekday,vehicle driver,40,29.48994,105.0,1559.185504585,melb - outer,greater melbourne,65.0
Y24H5860105,Y24H5860105P04,Weekday,train,40,19.27671,45.0,2458.298387838,melb - outer,greater melbourne,5.0
Y24H5860123,Y24H5860123P04,Weekday,vehicle passenger,1,0.59379,1.0,1671.984273863,melb - outer,greater melbourne,0.0
Y24H5860132,Y24H5860132P03,Weekday,vehicle passenger,20,14.84858,20.0,2138.384497181,melb - outer,greater melbourne,0.0
Y24H5860230,Y24H5860230P02,Weekday,vehicle passenger,4,1.0674,4.0,1837.268123998,melb - outer,greater melbourne,0.0
Y24H5860230,Y24H5860230P03,Weekday,vehicle passenger,4,1.0674,4.0,1837.268123998,melb - outer,greater melbourne,0.0
Y24H5860326,Y24H5860326P03,Weekday,walking,5,0.50039,5.0,309.123165417,melb - inner,greater melbourne,0.0
Y24H5860333,Y24H5860333P03,Weekday,bicycle,8,0.68806,8.0,279.33119462,melb - inner,greater melbourne,0.0
Y24H5860333,Y24H5860333P04,Weekday,bicycle,8,0.68806,8.0,328.570474089,melb - inner,greater melbourne,0.0
Y24H5860337,Y24H5860337P03,Weekday,vehicle passenger,5,1.31108,5.0,562.39512864,melb - inner,greater melbourne,0.0
Y24H5860415,Y24H5860415P04,Weekday,walking,20,0.62866,20.0,478.034880218,melb - inner,greater melbourne,0.0
Y24H5860415,Y24H5860415P05,Weekday,walking,20,0.62866,20.0,580.515319212,melb - inner,greater melbourne,0.0
Y24H5860432,Y24H5860432P03,Weekday,vehicle passenger,10,1.46607,10.0,525.397376411,melb - inner,greater melbourne,0.0
Y24H5870115,Y24H5870115P04,Weekday,vehicle passenger,5,0.77862,5.0,1320.007216846,melb - middle,greater melbourne,0.0
Y24H5870115,Y24H5870115P05,Weekday,vehicle passenger,5,0.77862,5.0,2139.161092986,melb - middle,greater melbourne,0.0
Y24H5870116,Y24H5870116P04,Weekday,vehicle passenger,5,1.69107,5.0,1825.242547202,melb - middle,greater melbourne,0.0
Y24H5870122,Y24H5870122P03,Weekday,vehicle passenger,5,1.37163,5.0,1512.825960829,melb - middle,greater melbourne,0.0
Y24H5870131,Y24H5870131P01,Weekday,vehicle driver,16,11.76872,16.0,658.4737173,melb - middle,greater melbourne,0.0
Y24H5870302,Y24H5870302P04,Weekday,vehicle passenger,30,13.06912,30.0,515.148320985,melb - middle,greater melbourne,0.0
Y24H5870303,Y24H5870303P03,Weekday,vehicle passenger,10,1.62099,10.0,770.753860528,melb - middle,greater melbourne,0.0
Y24H5870303,Y24H5870303P04,Weekday,vehicle passenger,20,4.945119999999999,20.0,774.549691183,melb - middle,greater melbourne,0.0
Y24H5870303,Y24H5870303P05,Weekday,vehicle passenger,20,4.945119999999999,20.0,773.559365748,melb - middle,greater melbourne,0.0
Y24H5870336,Y24H5870336P02,Weekday,public bus,60,11.022990000000002,540.0,1237.021065434,melb - middle,greater melbourne,480.0
Y24H5870417,Y24H5870417P03,Weekday,train,25,5.328080000000001,27.0,332.059827351,melb - middle,greater melbourne,2.0
Y24H5870417,Y24H5870417P04,Weekday,train,25,5.328080000000001,27.0,334.646551622,melb - middle,greater melbourne,2.0
Y24H5870426,Y24H5870426P03,Weekday,vehicle passenger,20,7.48742,20.0,802.553109229,melb - middle,greater melbourne,0.0
Y24H5870426,Y24H5870426P04,Weekday,walking,5,0.39067,5.0,812.117212206,melb - middle,greater melbourne,0.0
Y24H5870537,Y24H5870537P03,Weekday,walking,20,1.58846,20.0,1268.178730194,melb - outer,greater melbourne,0.0
Y24H5870537,Y24H5870537P04,Weekday,walking,20,1.58846,20.0,1268.178730194,melb - outer,greater melbourne,0.0
Y24H5870537,Y24H5870537P05,Weekday,walking,20,1.58846,20.0,1268.178730194,melb - outer,greater melbourne,0.0
Y24H5880104,Y24H5880104P04,Weekday,vehicle passenger,2,0.85743,2.0,1568.175826942,melb - outer,greater melbourne,0.0
Y24H5880116,Y24H5880116P03,Weekday,vehicle passenger,10,5.28611,10.0,1246.246876269,melb - outer,greater melbourne,0.0
Y24H5880116,Y24H5880116P04,Weekday,vehicle passenger,20,8.66793,21.0,1009.193635715,melb - outer,greater melbourne,1.0
Y24H5880209,Y24H5880209P02,Weekday,walking,12,0.81407,12.0,325.731831916,melb - outer,greater melbourne,0.0
Y24H5880209,Y24H5880209P03,Weekday,vehicle passenger,2,0.81407,2.0,510.558834165,melb - outer,greater melbourne,0.0
Y24H5880224,Y24H5880224P03,Weekday,vehicle passenger,43,26.07232,43.0,305.864767513,melb - outer,greater melbourne,0.0
Y24H5880232,Y24H5880232P03,Weekday,walking,29,3.25896,30.0,739.211103651,melb - outer,greater melbourne,1.0
Y24H5880237,Y24H5880237P04,Weekday,walking,10,1.49182,10.0,1067.023047007,melb - outer,greater melbourne,0.0
Y24H5880237,Y24H5880237P05,Weekday,walking,10,1.49191,10.0,1067.023047007,melb - outer,greater melbourne,0.0
Y24H5880237,Y24H5880237P06,Weekday,walking,5,0.35382,5.0,1255.166930207,melb - outer,greater melbourne,0.0
Y24H5880504,Y24H5880504P03,Weekday,walking,5,0.46043,5.0,687.217485247,melb - middle,greater melbourne,0.0
Y24H5880504,Y24H5880504P04,Weekday,walking,5,0.46043,5.0,687.217485247,melb - middle,greater melbourne,0.0
Y24H5890133,Y24H5890133P04,Weekday,vehicle passenger,15,6.22458,15.0,392.398261097,melb - outer,greater melbourne,0.0
Y24H5890204,Y24H5890204P03,Weekday,vehicle passenger,5,2.80408,5.0,816.358038113,melb - middle,greater melbourne,0.0
