dayType_journey,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS_journey,homeregion_ASGS_journey,wasted_time,num_stops,stop_category,group_travel_distance,journey_label,agegroup,sex,carlicence,mbikelicence,anywork,studying,mainact,persinc,anywfh,persinc_category,hhsize,dwelltype,owndwell,totalbikes,totalvehs,hhinc_group,hhinc_category
Weekday,school bus,65,73.49776,70.0,303.426310411,other,shepparton sa4,5.0,1,1 stop,40+,0,15->19,Male,Learners Permit,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,4,3,6000,high
Weekday,school bus,65,73.49776,70.0,542.774122214,other,shepparton sa4,5.0,1,1 stop,40+,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,4,3,6000,high
Weekday,vehicle passenger,5,1.95962,5.0,155.915406986,other,shepparton sa4,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,3,"Unit, Flat or Apartment",Being Rented,0,1,1000,low
Weekday,walking,12,0.7672,12.0,541.092743086,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,5,"Unit, Flat or Apartment",Fully Owned,0,3,400,low
Weekday,train,44,22.46371,69.0,242.229278019,melb - middle,greater melbourne,25.0,4,3+ stops,20-40,0,15->19,Male,Red Probationary Licence,0,1,No Study,Casual Work,0,No,low,6,Separate House,Being Purchased,0,3,2500,medium
Weekday,train,36,9.514030000000002,43.0,459.186987523,melb - middle,greater melbourne,7.0,4,3+ stops,0-10,0,15->19,Female,No Car Licence,0,0,Secondary,Secondary School,150,Not in Work Force,low,6,Separate House,Being Purchased,0,3,2500,medium
Weekday,train,82,24.87013,100.0,1355.416618419,melb - middle,greater melbourne,18.0,4,3+ stops,20-40,0,15->19,Female,Learners Permit,0,1,Something Else,Casual Work,1,No,low,4,Separate House,Being Purchased,4,2,1750,medium
Weekday,walking,20,1.17584,20.0,1003.439989853,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,4,2,1750,medium
Weekday,walking,5,0.74443,5.0,968.316983764,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,5,Terrace or Townhouse,Being Purchased,2,2,1000,low
Weekday,walking,5,0.74443,5.0,988.197015631,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,5,Terrace or Townhouse,Being Purchased,2,2,1000,low
Weekday,vehicle passenger,4,1.16319,4.0,370.880246853,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,15->19,Male,Learners Permit,0,1,Secondary,Secondary School,150,No,low,4,Separate House,Being Purchased,4,2,6000,high
Weekday,train,120,72.3084,134.0,1227.677316119,melb - outer,greater melbourne,14.0,6,3+ stops,40+,0,20->24,Female,Green Probationary Licence,0,1,Full-time TAFE/Uni,Full-time TAFE/Uni,150,No,low,4,Separate House,Being Purchased,0,4,2000,medium
Weekday,school bus,21,18.26662,21.0,1835.732343067,melb - outer,greater melbourne,0.0,1,1 stop,10-20,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,0,4,2000,medium
Weekday,vehicle passenger,5,0.86305,5.0,1659.902081986,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Separate House,Being Purchased,3,3,4000,high
Weekday,train,52,40.30503,60.0,601.966836235,melb - outer,greater melbourne,8.0,2,2 stops,40+,0,20->24,Male,Green Probationary Licence,0,0,No Study,Unemployed,300,Not in Work Force,low,6,Separate House,Being Rented,0,2,1000,low
Weekday,train,104,55.15108,108.0,1013.187877541,melb - outer,greater melbourne,4.0,2,2 stops,40+,0,20->24,Female,Green Probationary Licence,0,0,Full-time TAFE/Uni,Full-time TAFE/Uni,1,Not in Work Force,low,6,Separate House,Being Rented,0,2,1000,low
Weekday,bicycle,50,2.53668,50.0,744.161877789,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,5,1,3500,medium
Weekday,vehicle passenger,15,1.81308,15.0,1004.005684808,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,5,Separate House,Being Purchased,Missing/Refused,3,6000,high
Weekday,vehicle passenger,15,1.81308,15.0,1004.005684808,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,5,Separate House,Being Purchased,Missing/Refused,3,6000,high
Weekday,vehicle passenger,21,7.41479,23.0,952.849581974,melb - outer,greater melbourne,2.0,1,1 stop,0-10,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,2,2,4000,high
Weekday,vehicle passenger,10,3.303,10.0,1355.30208075,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Separate House,Being Purchased,2,3,1500,low
Weekday,train,52,39.24436999999999,82.0,783.533075659,melb - outer,greater melbourne,30.0,4,3+ stops,20-40,0,15->19,Female,Learners Permit,0,1,Secondary,Secondary School,1,No,low,4,Separate House,Being Purchased,0,1,4000,high
Weekday,vehicle passenger,72,28.54119,73.0,793.281617186,melb - outer,greater melbourne,1.0,1,1 stop,20-40,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,0,1,4000,high
Weekday,vehicle passenger,15,8.9519,15.0,312.009575051,other,shepparton sa4,0.0,0,0 stop,0-10,0,10->14,Female,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,3,3,3000,medium
Weekday,school bus,35,7.682,45.0,243.912412683,other,shepparton sa4,10.0,1,1 stop,0-10,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Rented,5,2,3000,medium
Weekday,school bus,15,3.22091,18.0,123.08516918,other,shepparton sa4,3.0,1,1 stop,0-10,0,10->14,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Separate House,Being Rented,5,2,3000,medium
Weekday,tram,19,3.12333,25.0,789.24028198,melb - inner,greater melbourne,6.0,2,2 stops,0-10,0,15->19,Male,No Car Licence,0,0,Full-time TAFE/Uni,Full-time TAFE/Uni,150,Not in Work Force,low,2,"Unit, Flat or Apartment",Occupied Rent-Free,1,0,2500,medium
Weekday,vehicle passenger,3,0.86281,3.0,1275.667602346,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,6,Separate House,Being Purchased,3,3,2500,medium
Weekday,vehicle passenger,3,0.86281,3.0,1275.667602346,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,6,Separate House,Being Purchased,3,3,2500,medium
Weekday,vehicle passenger,3,0.86281,3.0,3520.134822221,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,6,Separate House,Being Purchased,3,3,2500,medium
Weekday,vehicle passenger,10,2.98445,10.0,320.180323654,other,shepparton sa4,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,6,Separate House,Being Rented,2,1,1000,low
Weekday,vehicle passenger,10,2.98445,10.0,319.717937269,other,shepparton sa4,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,6,Separate House,Being Rented,2,1,1000,low
Weekday,vehicle passenger,20,6.1441,20.0,185.058713751,other,shepparton sa4,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Other,Being Rented,0,1,150,low
Weekday,school bus,10,3.19391,10.0,185.497138661,other,shepparton sa4,0.0,0,0 stop,0-10,0,10->14,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Other,Being Rented,0,1,150,low
Weekday,vehicle passenger,5,3.87418,5.0,170.776325449,other,shepparton sa4,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,4,1,2500,medium
Weekday,vehicle passenger,5,3.53043,5.0,345.580135013,other,shepparton sa4,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,3,Separate House,Being Purchased,2,2,800,low
Weekday,vehicle passenger,7,3.00297,7.0,227.154499974,other,shepparton sa4,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,3,Separate House,Being Purchased,3,2,1250,low
Weekday,vehicle passenger,10,3.04413,10.0,370.022676921,other,shepparton sa4,0.0,0,0 stop,0-10,0,15->19,Female,Learners Permit,0,0,Secondary,Secondary School,1,Not in Work Force,low,4,Separate House,Fully Owned,4,3,4000,high
Weekday,vehicle passenger,10,3.04413,10.0,369.148123491,other,shepparton sa4,0.0,0,0 stop,0-10,0,15->19,Male,Learners Permit,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Fully Owned,4,3,4000,high
Weekday,school bus,17,8.315000000000001,20.0,882.618544264,melb - outer,greater melbourne,3.0,1,1 stop,0-10,0,15->19,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,1,2,4000,high
Weekday,public bus,48,7.2417,50.0,2540.656725461,melb - outer,greater melbourne,2.0,2,2 stops,0-10,0,25->29,Female,Learners Permit,0,0,Full-time TAFE/Uni,Full-time TAFE/Uni,0,Not in Work Force,low,6,Separate House,Being Purchased,0,7,3000,medium
Weekday,vehicle driver,60,59.07687,60.0,853.040039992,melb - outer,greater melbourne,0.0,0,0 stop,40+,0,20->24,Male,Green Probationary Licence,0,1,Part-time TAFE/Uni,Part-time Work,650,No,medium,6,Separate House,Being Purchased,0,7,3000,medium
Weekday,vehicle passenger,15,2.96353,15.0,689.498616014,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,15->19,Female,No Car Licence,0,1,Secondary,Secondary School,0,No,low,4,Separate House,Being Purchased,4,3,1250,low
Weekday,vehicle passenger,25,7.38358,30.0,821.260928562,melb - outer,greater melbourne,5.0,1,1 stop,0-10,0,10->14,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Separate House,Being Purchased,4,3,1250,low
Weekday,public bus,33,8.35746,46.0,557.383596805,melb - outer,greater melbourne,13.0,2,2 stops,0-10,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,3,Terrace or Townhouse,Being Purchased,1,1,1750,medium
Weekday,vehicle passenger,22,8.85791,22.0,1225.14082196,melb - outer,greater melbourne,0.0,1,1 stop,0-10,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,5,Separate House,Being Purchased,Missing/Refused,2,3000,medium
Weekday,vehicle passenger,20,8.75158,20.0,1326.473030105,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,5,Separate House,Being Purchased,Missing/Refused,2,3000,medium
Weekday,vehicle passenger,30,15.85353,30.0,520.587364599,melb - middle,greater melbourne,0.0,0,0 stop,10-20,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,5,Separate House,Being Purchased,6,2,4500,high
Weekday,vehicle passenger,30,15.85353,30.0,520.587364599,melb - middle,greater melbourne,0.0,0,0 stop,10-20,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,5,Separate House,Being Purchased,6,2,4500,high
Weekday,public bus,15,3.90922,36.0,672.739673163,melb - middle,greater melbourne,21.0,2,2 stops,0-10,0,15->19,Female,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,3,Separate House,Being Purchased,3,1,1000,low
Weekday,vehicle passenger,15,4.90025,15.0,701.195172573,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,3,Separate House,Being Purchased,5,2,4000,high
Weekday,vehicle passenger,20,3.91201,20.0,1143.466042713,other,shepparton sa4,0.0,0,0 stop,0-10,0,15->19,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,5,Separate House,Being Rented,Missing/Refused,1,300,low
Weekday,vehicle passenger,20,3.91201,20.0,1247.628596248,other,shepparton sa4,0.0,0,0 stop,0-10,0,15->19,Female,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,5,Separate House,Being Rented,Missing/Refused,1,300,low
Weekday,bicycle,5,0.4374,5.0,1029.75359937,other,shepparton sa4,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,5,Separate House,Being Rented,Missing/Refused,1,300,low
Weekday,vehicle passenger,1,0.72608,1.0,342.959088,other,shepparton sa4,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,3,Separate House,Being Rented,4,1,500,low
Weekday,vehicle passenger,34,24.76655,40.0,1418.765498027,melb - outer,greater melbourne,6.0,1,1 stop,20-40,0,15->19,Female,Learners Permit,0,0,Secondary,Secondary School,150,Not in Work Force,low,5,Separate House,Being Rented,4,2,1000,low
Weekday,vehicle passenger,5,1.92,5.0,1027.707753282,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,5,Separate House,Being Rented,4,2,1000,low
Weekday,school bus,15,9.09157,15.0,1211.066066259,melb - outer,greater melbourne,0.0,1,1 stop,0-10,0,15->19,Male,Learners Permit,0,0,Secondary,Secondary School,1,Not in Work Force,low,5,Separate House,Being Purchased,6,2,2500,medium
Weekday,vehicle passenger,5,1.5413,5.0,877.257015174,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,5,Separate House,Being Purchased,6,2,2500,medium
Weekday,vehicle passenger,5,1.5413,5.0,1114.896212976,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,5,Separate House,Being Purchased,6,2,2500,medium
Weekday,vehicle passenger,15,7.15368,15.0,620.910881712,melb - inner,greater melbourne,0.0,0,0 stop,0-10,0,15->19,Female,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,3,Separate House,Fully Owned,3,2,2500,medium
Weekday,vehicle passenger,7,3.14561,7.0,405.233687194,melb - inner,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,3,Terrace or Townhouse,Being Rented,3,1,3500,medium
Weekday,train,23,7.63071,35.0,265.979383197,melb - inner,greater melbourne,12.0,2,2 stops,0-10,0,15->19,Male,No Car Licence,0,0,Secondary,Secondary School,1,Not in Work Force,low,3,Separate House,Being Purchased,Missing/Refused,2,3000,medium
Weekday,vehicle passenger,16,5.427390000000001,16.0,325.768894311,melb - inner,greater melbourne,0.0,1,1 stop,0-10,0,15->19,Female,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,3,1,6000,high
Weekday,vehicle passenger,7,4.25114,7.0,562.622908274,melb - inner,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,3,1,6000,high
Weekday,walking,13,0.97393,18.0,200.828258082,melb - inner,greater melbourne,5.0,1,1 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Terrace or Townhouse,Being Purchased,3,1,5000,high
Weekday,walking,20,1.51308,20.0,482.07457473,melb - inner,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,3,"Unit, Flat or Apartment",Being Rented,3,1,800,low
Weekday,walking,20,1.51308,20.0,482.07457473,melb - inner,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,3,"Unit, Flat or Apartment",Being Rented,3,1,800,low
Weekday,vehicle passenger,9,2.90403,9.0,1077.583768919,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,3,"Unit, Flat or Apartment",Being Purchased,4,2,3000,medium
Weekday,bicycle,10,1.01599,10.0,1381.424131961,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,3,Terrace or Townhouse,Being Purchased,6,3,5000,high
Weekday,vehicle passenger,26,10.85381,26.0,885.028251575,melb - outer,greater melbourne,0.0,0,0 stop,10-20,0,15->19,Female,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Terrace or Townhouse,Being Purchased,0,1,3500,medium
Weekday,vehicle passenger,26,10.8543,26.0,856.545297897,melb - outer,greater melbourne,0.0,0,0 stop,10-20,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Terrace or Townhouse,Being Purchased,0,1,3500,medium
Weekend,vehicle passenger,10,2.6418,10.0,663.280837063,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Separate House,Being Purchased,4,2,3500,medium
Weekend,vehicle passenger,10,2.6418,10.0,663.280837063,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Separate House,Being Purchased,4,2,3500,medium
Weekday,vehicle passenger,15,1.9163,15.0,683.35723559,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,15->19,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Terrace or Townhouse,Fully Owned,0,2,2000,medium
Weekday,vehicle passenger,15,1.9163,15.0,1103.056408891,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Female,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Terrace or Townhouse,Fully Owned,0,2,2000,medium
Weekday,public bus,24,2.7691100000000004,42.0,228.720282074,other,shepparton sa4,18.0,2,2 stops,0-10,0,15->19,Female,Learners Permit,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Rented,Missing/Refused,2,800,low
Weekday,public bus,24,2.53215,42.0,228.1796987,other,shepparton sa4,18.0,2,2 stops,0-10,0,15->19,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Rented,Missing/Refused,2,800,low
Weekday,vehicle passenger,5,2.12837,5.0,210.504438473,other,shepparton sa4,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Terrace or Townhouse,Being Rented,4,2,2000,medium
Weekday,vehicle passenger,5,2.12837,5.0,407.496689706,other,shepparton sa4,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Terrace or Townhouse,Being Rented,4,2,2000,medium
Weekday,vehicle passenger,5,5.58587,5.0,929.594705821,other,shepparton sa4,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,6,Separate House,Fully Owned,3,2,6000,high
Weekday,vehicle passenger,5,5.58596,5.0,927.397596592,other,shepparton sa4,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,6,Separate House,Fully Owned,3,2,6000,high
Weekday,vehicle passenger,10,4.53258,10.0,267.874269981,other,shepparton sa4,0.0,0,0 stop,0-10,0,15->19,Female,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,5,Separate House,Being Purchased,2,1,3000,medium
Weekday,vehicle passenger,10,4.53258,10.0,267.241145645,other,shepparton sa4,0.0,0,0 stop,0-10,0,15->19,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,5,Separate House,Being Purchased,2,1,3000,medium
Weekday,vehicle passenger,10,4.53258,10.0,478.045486729,other,shepparton sa4,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,5,Separate House,Being Purchased,2,1,3000,medium
Weekday,vehicle passenger,15,7.46607,15.0,559.70056317,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,15->19,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Fully Owned,4,2,3000,medium
Weekday,vehicle passenger,12,5.62549,12.0,1226.828812877,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Female,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Fully Owned,4,2,3000,medium
Weekday,vehicle passenger,5,0.8843,5.0,728.559013464,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,3,Separate House,Being Purchased,3,2,4000,high
Weekday,walking,20,1.07308,20.0,837.796127739,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Terrace or Townhouse,Being Rented,4,2,6000,high
Weekday,vehicle passenger,30,10.04854,30.0,575.170379402,melb - middle,greater melbourne,0.0,0,0 stop,10-20,0,10->14,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Terrace or Townhouse,Being Rented,4,2,6000,high
Weekday,walking,10,0.94974,10.0,1162.337338088,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Separate House,Being Rented,Missing/Refused,1,2000,medium
Weekday,vehicle passenger,30,11.47008,30.0,1107.22116079,melb - middle,greater melbourne,0.0,0,0 stop,10-20,0,15->19,Female,No Car Licence,0,0,Secondary,Secondary School,1,Not in Work Force,low,2,Separate House,Fully Owned,1,1,1,low
Weekday,public bus,53,8.250259999999999,55.0,509.851530309,melb - inner,greater melbourne,2.0,2,2 stops,0-10,0,25->29,Female,Full Licence,0,0,Part-time TAFE/Uni,Part-time TAFE/Uni,150,Not in Work Force,low,3,Separate House,Being Rented,2,1,800,low
Weekday,train,38,11.981460000000002,41.0,632.269546038,melb - inner,greater melbourne,3.0,2,2 stops,10-20,0,55->59,Male,No Car Licence,0,0,Full-time TAFE/Uni,Full-time TAFE/Uni,2000,Not in Work Force,high,2,"Unit, Flat or Apartment",Being Purchased,0,1,2500,medium
Weekday,walking,15,0.87359,15.0,897.045812621,melb - inner,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Separate House,Being Purchased,6,2,6000,high
Weekday,walking,15,0.85123,15.0,2220.917506726,melb - outer,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,3,Terrace or Townhouse,Being Purchased,0,1,2500,medium
Weekday,other,20,2.62693,20.0,259.862093045,other,shepparton sa4,0.0,0,0 stop,0-10,0,15->19,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,3,Separate House,Fully Owned,0,2,3000,medium
Weekday,vehicle driver,60,36.77245,60.0,1744.92694608,melb - outer,greater melbourne,0.0,0,0 stop,20-40,0,20->24,Female,Full Licence,0,0,Full-time TAFE/Uni,Full-time TAFE/Uni,0,Not in Work Force,low,4,Separate House,Being Purchased,Missing/Refused,3,1500,low
Weekday,train,50,31.09485,60.0,2858.624267755,melb - outer,greater melbourne,10.0,2,2 stops,20-40,0,25->29,Male,Full Licence,0,0,Full-time TAFE/Uni,Full-time TAFE/Uni,300,Not in Work Force,low,3,Terrace or Townhouse,Being Rented,2,4,1750,medium
Weekday,train,61,25.36276,65.0,475.270304429,melb - middle,greater melbourne,4.0,2,2 stops,20-40,0,20->24,Male,Green Probationary Licence,1,1,Part-time TAFE/Uni,Part-time TAFE/Uni,500,No,low,4,Separate House,Fully Owned,2,3,3000,medium
Weekday,train,71,45.96094,82.0,1964.053683605,melb - outer,greater melbourne,11.0,2,2 stops,40+,0,15->19,Male,Green Probationary Licence,0,0,Full-time TAFE/Uni,Full-time TAFE/Uni,150,Not in Work Force,low,4,Separate House,Fully Owned,0,3,3500,medium
Weekday,public bus,52,6.066890000000001,70.0,203.649465616,melb - middle,greater melbourne,18.0,2,2 stops,0-10,0,15->19,Male,No Car Licence,0,1,Secondary,Secondary School,1,Missing/Refused,low,3,"Unit, Flat or Apartment",Being Purchased,Missing/Refused,1,1,low
Weekday,public bus,52,6.06683,70.0,623.558261715,melb - middle,greater melbourne,18.0,2,2 stops,0-10,0,15->19,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,3,"Unit, Flat or Apartment",Being Purchased,Missing/Refused,1,1,low
Weekday,school bus,15,2.3073,20.0,831.767385001,melb - middle,greater melbourne,5.0,1,1 stop,0-10,0,15->19,Male,No Car Licence,0,0,Secondary,Secondary School,0,Not in Work Force,low,4,Separate House,Being Purchased,1,2,5000,high
Weekday,vehicle passenger,3,1.08121,3.0,934.554841647,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Separate House,Being Purchased,1,2,5000,high
Weekday,vehicle passenger,23,9.25815,23.0,588.697566228,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,"Unit, Flat or Apartment",Being Purchased,0,2,650,low
Weekday,vehicle passenger,13,5.61617,14.0,565.114546117,melb - middle,greater melbourne,1.0,1,1 stop,0-10,0,5->9,Female,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Separate House,Being Rented,2,1,3500,medium
Weekday,vehicle passenger,13,5.61617,14.0,591.969678951,melb - middle,greater melbourne,1.0,1,1 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Separate House,Being Rented,2,1,3500,medium
Weekday,vehicle passenger,15,3.60868,15.0,985.116862357,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,10->14,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Terrace or Townhouse,Being Purchased,3,2,5000,high
Weekday,vehicle passenger,15,3.60868,15.0,983.594259885,melb - middle,greater melbourne,0.0,0,0 stop,0-10,0,5->9,Male,No Car Licence,0,0,Primary,Primary School,0,Not in Work Force,low,4,Terrace or Townhouse,Being Purchased,3,2,5000,high
