tripid,hhid,persid,tripno,trippoststratweight,transport_mode,cumdist,linkmode,homesubregion_ASGS,homeregion_ASGS
Y24H6020509P02T02,Y24H6020509,Y24H6020509P02,2,2063.256583469,Private,1.6213,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020509P02T03,Y24H6020509,Y24H6020509P02,3,2063.256583469,Active,1.26521,Walking,MELB - Outer,Greater Melbourne
Y24H6020509P02T04,Y24H6020509,Y24H6020509P02,4,2063.256583469,Active,1.26521,Walking,MELB - Outer,Greater Melbourne
Y24H6020509P02T05,Y24H6020509,Y24H6020509P02,5,2063.256583469,Private,1.81155,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020509P02T06,Y24H6020509,Y24H6020509P02,6,2063.256583469,Private,43.51695,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020509P03T01,Y24H6020509,Y24H6020509P03,1,1227.666918792,Private,43.52982,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020509P03T02,Y24H6020509,Y24H6020509P03,2,1227.666918792,Active,0.29968,Walking,MELB - Outer,Greater Melbourne
Y24H6020509P03T03,Y24H6020509,Y24H6020509P03,3,1227.666918792,Active,0.29968,Walking,MELB - Outer,Greater Melbourne
Y24H6020509P03T04,Y24H6020509,Y24H6020509P03,4,1227.666918792,Private,43.51695,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020509P05T01,Y24H6020509,Y24H6020509P05,1,950.811516735,Private,24.54504,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020509P05T02,Y24H6020509,Y24H6020509P05,2,950.811516735,Private,6.48924,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020509P05T03,Y24H6020509,Y24H6020509P05,3,950.811516735,Private,20.25755,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020511P01T01,Y24H6020511,Y24H6020511P01,1,412.634608692,Active,1.62134,Walking,MELB - Outer,Greater Melbourne
Y24H6020511P01T02,Y24H6020511,Y24H6020511P01,2,412.634608692,Active,1.62137,Walking,MELB - Outer,Greater Melbourne
Y24H6020511P01T03,Y24H6020511,Y24H6020511P01,3,412.634608692,Private,2.29985,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020511P01T04,Y24H6020511,Y24H6020511P01,4,412.634608692,Private,2.29985,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020511P01T05,Y24H6020511,Y24H6020511P01,5,412.634608692,Private,1.16052,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020511P01T06,Y24H6020511,Y24H6020511P01,6,412.634608692,Private,1.16052,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020511P01T07,Y24H6020511,Y24H6020511P01,7,412.634608692,Active,0.73518,Walking,MELB - Outer,Greater Melbourne
Y24H6020511P01T08,Y24H6020511,Y24H6020511P01,8,412.634608692,Active,0.73518,Walking,MELB - Outer,Greater Melbourne
Y24H6020511P02T01,Y24H6020511,Y24H6020511P02,1,673.313294247,Private,29.82348,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020511P02T02,Y24H6020511,Y24H6020511P02,2,673.313294247,Private,15.99231,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020511P02T03,Y24H6020511,Y24H6020511P02,3,673.313294247,Private,42.50634,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020511P03T01,Y24H6020511,Y24H6020511P03,1,769.824998388,Active,1.62134,Walking,MELB - Outer,Greater Melbourne
Y24H6020511P03T02,Y24H6020511,Y24H6020511P03,2,769.824998388,Active,1.62137,Walking,MELB - Outer,Greater Melbourne
Y24H6020511P03T03,Y24H6020511,Y24H6020511P03,3,769.824998388,Private,2.29985,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020511P03T04,Y24H6020511,Y24H6020511P03,4,769.824998388,Private,2.29985,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020511P03T05,Y24H6020511,Y24H6020511P03,5,769.824998388,Active,0.73518,Walking,MELB - Outer,Greater Melbourne
Y24H6020511P03T06,Y24H6020511,Y24H6020511P03,6,769.824998388,Active,0.73518,Walking,MELB - Outer,Greater Melbourne
Y24H6020512P01T01,Y24H6020512,Y24H6020512P01,1,751.548306562,Private,31.97721,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020512P01T02,Y24H6020512,Y24H6020512P01,2,751.548306562,Private,31.97721,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020515P01T01,Y24H6020515,Y24H6020515P01,1,833.416035064,Private,1.81073,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020515P01T02,Y24H6020515,Y24H6020515P01,2,833.416035064,Private,1.81073,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020515P01T03,Y24H6020515,Y24H6020515P01,3,833.416035064,Private,24.44941,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020515P01T04,Y24H6020515,Y24H6020515P01,4,833.416035064,Private,24.44941,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020515P02T01,Y24H6020515,Y24H6020515P02,1,754.085113582,Private,1.81073,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020515P02T02,Y24H6020515,Y24H6020515P02,2,754.085113582,Private,2.58348,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020515P02T03,Y24H6020515,Y24H6020515P02,3,754.085113582,Private,2.48893,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020515P02T04,Y24H6020515,Y24H6020515P02,4,754.085113582,Private,2.48987,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020515P02T05,Y24H6020515,Y24H6020515P02,5,754.085113582,Private,2.10941,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020518P01T01,Y24H6020518,Y24H6020518P01,1,537.598138943,Private,30.98168,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020518P01T02,Y24H6020518,Y24H6020518P01,2,537.598138943,Private,0.69511,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020518P01T03,Y24H6020518,Y24H6020518P01,3,537.598138943,Private,31.22798,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020518P01T04,Y24H6020518,Y24H6020518P01,4,537.598138943,Private,1.3779,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020518P01T05,Y24H6020518,Y24H6020518P01,5,537.598138943,Private,1.41184,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020518P01T06,Y24H6020518,Y24H6020518P01,6,537.598138943,Private,2.76455,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020518P01T07,Y24H6020518,Y24H6020518P01,7,537.598138943,Private,2.76455,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020518P01T08,Y24H6020518,Y24H6020518P01,8,537.598138943,Private,1.03435,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020518P01T09,Y24H6020518,Y24H6020518P01,9,537.598138943,Private,1.03435,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020518P02T01,Y24H6020518,Y24H6020518P02,1,348.373448067,Private,16.56453,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020518P02T02,Y24H6020518,Y24H6020518P02,2,348.373448067,Private,16.56454,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020521P01T01,Y24H6020521,Y24H6020521P01,1,433.209762057,Private,114.95875,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020521P01T02,Y24H6020521,Y24H6020521P01,2,433.209762057,Private,114.95875,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020521P02T01,Y24H6020521,Y24H6020521P02,1,241.46874672,Private,114.95875,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020521P02T02,Y24H6020521,Y24H6020521P02,2,241.46874672,Private,114.95875,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020522P02T01,Y24H6020522,Y24H6020522P02,1,653.687631582,Public,43.49656,Train,MELB - Outer,Greater Melbourne
Y24H6020522P02T02,Y24H6020522,Y24H6020522P02,2,653.687631582,Public,43.49656,Train,MELB - Outer,Greater Melbourne
Y24H6020522P02T03,Y24H6020522,Y24H6020522P02,3,653.687631582,Private,2.09815,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020522P02T04,Y24H6020522,Y24H6020522P02,4,653.687631582,Private,2.09815,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020527P01T01,Y24H6020527,Y24H6020527P01,1,630.876634923,Private,21.21669,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020527P01T02,Y24H6020527,Y24H6020527P01,2,630.876634923,Private,13.22081,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020527P01T03,Y24H6020527,Y24H6020527P01,3,630.876634923,Private,1.63208,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020527P01T04,Y24H6020527,Y24H6020527P01,4,630.876634923,Private,30.54786,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020527P02T01,Y24H6020527,Y24H6020527P02,1,909.478217761,Private,36.88484,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020527P02T02,Y24H6020527,Y24H6020527P02,2,909.478217761,Private,0.74296,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020527P02T03,Y24H6020527,Y24H6020527P02,3,909.478217761,Private,0.74296,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020527P02T04,Y24H6020527,Y24H6020527P02,4,909.478217761,Private,18.93166,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020527P02T05,Y24H6020527,Y24H6020527P02,5,909.478217761,Private,22.45775,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020527P02T06,Y24H6020527,Y24H6020527P02,6,909.478217761,Private,34.32462,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020532P01T01,Y24H6020532,Y24H6020532P01,1,1627.064578389,Private,0.2313,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020532P01T02,Y24H6020532,Y24H6020532P01,2,1627.064578389,Private,0.2313,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020532P01T03,Y24H6020532,Y24H6020532P01,3,1627.064578389,Private,11.99657,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020532P01T04,Y24H6020532,Y24H6020532P01,4,1627.064578389,Private,13.1256,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020532P01T05,Y24H6020532,Y24H6020532P01,5,1627.064578389,Private,22.98309,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020532P01T06,Y24H6020532,Y24H6020532P01,6,1627.064578389,Private,3.17859,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020532P02T01,Y24H6020532,Y24H6020532P02,1,1137.056536963,Private,24.27029,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020532P02T02,Y24H6020532,Y24H6020532P02,2,1137.056536963,Private,0.46441,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020532P02T03,Y24H6020532,Y24H6020532P02,3,1137.056536963,Private,23.84173,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020532P02T04,Y24H6020532,Y24H6020532P02,4,1137.056536963,Active,1.9647,Walking,MELB - Outer,Greater Melbourne
Y24H6020534P01T01,Y24H6020534,Y24H6020534P01,1,606.878932117,Private,2.19228,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020534P01T02,Y24H6020534,Y24H6020534P01,2,606.878932117,Private,0.15711,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020534P01T03,Y24H6020534,Y24H6020534P01,3,606.878932117,Private,2.03644,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020536P01T01,Y24H6020536,Y24H6020536P01,1,967.892103564,Active,1.64293,Walking,MELB - Outer,Greater Melbourne
Y24H6020536P01T02,Y24H6020536,Y24H6020536P01,2,967.892103564,Active,1.53403,Walking,MELB - Outer,Greater Melbourne
Y24H6020536P01T03,Y24H6020536,Y24H6020536P01,3,967.892103564,Active,0.21687,Walking,MELB - Outer,Greater Melbourne
Y24H6020536P01T04,Y24H6020536,Y24H6020536P01,4,967.892103564,Private,4.40144,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020536P01T05,Y24H6020536,Y24H6020536P01,5,967.892103564,Private,4.40144,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020536P02T01,Y24H6020536,Y24H6020536P02,1,660.570360882,Public,18.36762,School Bus,MELB - Outer,Greater Melbourne
Y24H6020536P02T02,Y24H6020536,Y24H6020536P02,2,660.570360882,Public,1.91025,School Bus,MELB - Outer,Greater Melbourne
Y24H6020536P02T03,Y24H6020536,Y24H6020536P02,3,660.570360882,Public,18.24242,Train,MELB - Outer,Greater Melbourne
Y24H6020536P03T01,Y24H6020536,Y24H6020536P03,1,811.497636937,Public,18.36762,School Bus,MELB - Outer,Greater Melbourne
Y24H6020536P03T02,Y24H6020536,Y24H6020536P03,2,811.497636937,Public,18.36762,School Bus,MELB - Outer,Greater Melbourne
Y24H6020536P03T03,Y24H6020536,Y24H6020536P03,3,811.497636937,Private,0.97184,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020536P03T04,Y24H6020536,Y24H6020536P03,4,811.497636937,Private,0.97184,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020538P02T01,Y24H6020538,Y24H6020538P02,1,388.282142948,Private,4.53042,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020538P02T02,Y24H6020538,Y24H6020538P02,2,388.282142948,Private,4.53042,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020538P03T01,Y24H6020538,Y24H6020538P03,1,989.596470249,Private,4.53042,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020538P03T02,Y24H6020538,Y24H6020538P03,2,989.596470249,Private,4.53042,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020540P01T01,Y24H6020540,Y24H6020540P01,1,764.351278609,Private,44.61713,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020540P01T02,Y24H6020540,Y24H6020540P01,2,764.351278609,Private,0.6838,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020540P01T03,Y24H6020540,Y24H6020540P01,3,764.351278609,Active,0.43477,Walking,MELB - Outer,Greater Melbourne
Y24H6020540P01T04,Y24H6020540,Y24H6020540P01,4,764.351278609,Private,45.49634,Vehicle Driver,MELB - Outer,Greater Melbourne
Y24H6020540P02T01,Y24H6020540,Y24H6020540P02,1,385.253827565,Private,54.2277,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6020540P02T02,Y24H6020540,Y24H6020540P02,2,385.253827565,Public,8.97508,Tram,MELB - Outer,Greater Melbourne
Y24H6020540P02T03,Y24H6020540,Y24H6020540P02,3,385.253827565,Private,45.49634,Vehicle Passenger,MELB - Outer,Greater Melbourne
Y24H6026107P01T01,Y24H6026107,Y24H6026107P01,1,241.815691298,Private,11.84284,Vehicle Driver,Other,Shepparton SA4
Y24H6026107P01T02,Y24H6026107,Y24H6026107P01,2,241.815691298,Private,11.84276,Vehicle Driver,Other,Shepparton SA4
Y24H6026107P02T01,Y24H6026107,Y24H6026107P02,1,279.143774102,Private,11.8697,Vehicle Driver,Other,Shepparton SA4
Y24H6026107P02T02,Y24H6026107,Y24H6026107P02,2,279.143774102,Private,11.8697,Vehicle Driver,Other,Shepparton SA4
Y24H6026108P01T01,Y24H6026108,Y24H6026108P01,1,41.037054385,Private,0.38844,Vehicle Driver,Other,Shepparton SA4
Y24H6026108P01T02,Y24H6026108,Y24H6026108P01,2,41.037054385,Private,21.21491,Vehicle Driver,Other,Shepparton SA4
Y24H6026108P01T03,Y24H6026108,Y24H6026108P01,3,41.037054385,Private,1.83609,Vehicle Driver,Other,Shepparton SA4
Y24H6026108P01T04,Y24H6026108,Y24H6026108P01,4,41.037054385,Private,21.91576,Vehicle Driver,Other,Shepparton SA4
Y24H6026110P02T01,Y24H6026110,Y24H6026110P02,1,83.073855081,Private,0.39791,Vehicle Driver,Other,Shepparton SA4
Y24H6026110P02T02,Y24H6026110,Y24H6026110P02,2,83.073855081,Private,22.62432,Vehicle Driver,Other,Shepparton SA4
Y24H6026110P02T03,Y24H6026110,Y24H6026110P02,3,83.073855081,Private,4.56391,Vehicle Driver,Other,Shepparton SA4
Y24H6026110P02T04,Y24H6026110,Y24H6026110P02,4,83.073855081,Private,17.57529,Vehicle Driver,Other,Shepparton SA4
Y24H6026110P02T05,Y24H6026110,Y24H6026110P02,5,83.073855081,Private,0.42009,Vehicle Driver,Other,Shepparton SA4
Y24H6026115P01T01,Y24H6026115,Y24H6026115P01,1,59.423899346,Private,23.05538,Vehicle Passenger,Other,Shepparton SA4
Y24H6026115P01T02,Y24H6026115,Y24H6026115P01,2,59.423899346,Private,2.66533,Vehicle Passenger,Other,Shepparton SA4
Y24H6026115P01T03,Y24H6026115,Y24H6026115P01,3,59.423899346,Private,1.32318,Vehicle Passenger,Other,Shepparton SA4
Y24H6026115P01T04,Y24H6026115,Y24H6026115P01,4,59.423899346,Private,1.48586,Vehicle Passenger,Other,Shepparton SA4
Y24H6026115P01T05,Y24H6026115,Y24H6026115P01,5,59.423899346,Private,22.13824,Vehicle Passenger,Other,Shepparton SA4
Y24H6026115P02T01,Y24H6026115,Y24H6026115P02,1,74.687270879,Private,23.05538,Vehicle Driver,Other,Shepparton SA4
Y24H6026115P02T02,Y24H6026115,Y24H6026115P02,2,74.687270879,Private,2.66533,Vehicle Driver,Other,Shepparton SA4
Y24H6026115P02T03,Y24H6026115,Y24H6026115P02,3,74.687270879,Private,1.32318,Vehicle Driver,Other,Shepparton SA4
Y24H6026115P02T04,Y24H6026115,Y24H6026115P02,4,74.687270879,Private,1.48586,Vehicle Driver,Other,Shepparton SA4
Y24H6026115P02T05,Y24H6026115,Y24H6026115P02,5,74.687270879,Private,22.13824,Vehicle Driver,Other,Shepparton SA4
Y24H6026116P01T01,Y24H6026116,Y24H6026116P01,1,43.422890826,Active,0.38069,Walking,Other,Shepparton SA4
Y24H6026116P01T02,Y24H6026116,Y24H6026116P01,2,43.422890826,Active,0.14316,Walking,Other,Shepparton SA4
Y24H6026116P01T03,Y24H6026116,Y24H6026116P01,3,43.422890826,Active,0.2467,Walking,Other,Shepparton SA4
Y24H6026116P02T01,Y24H6026116,Y24H6026116P02,1,47.92498281,Private,5.54019,Vehicle Driver,Other,Shepparton SA4
Y24H6026116P02T02,Y24H6026116,Y24H6026116P02,2,47.92498281,Private,5.54019,Vehicle Driver,Other,Shepparton SA4
Y24H6026120P01T01,Y24H6026120,Y24H6026120P01,1,38.720887632,Private,5.02349,Vehicle Driver,Other,Shepparton SA4
Y24H6026120P01T02,Y24H6026120,Y24H6026120P01,2,38.720887632,Private,4.66397,Vehicle Driver,Other,Shepparton SA4
Y24H6026120P01T03,Y24H6026120,Y24H6026120P01,3,38.720887632,Private,0.16885,Vehicle Driver,Other,Shepparton SA4
Y24H6026120P01T04,Y24H6026120,Y24H6026120P01,4,38.720887632,Private,0.22662,Vehicle Driver,Other,Shepparton SA4
Y24H6026120P01T05,Y24H6026120,Y24H6026120P01,5,38.720887632,Private,5.02349,Vehicle Driver,Other,Shepparton SA4
Y24H6026120P01T06,Y24H6026120,Y24H6026120P01,6,38.720887632,Private,5.02349,Vehicle Driver,Other,Shepparton SA4
Y24H6026120P02T01,Y24H6026120,Y24H6026120P02,1,229.81026513,Private,32.12426,Vehicle Driver,Other,Shepparton SA4
Y24H6026120P02T02,Y24H6026120,Y24H6026120P02,2,229.81026513,Private,152.42875,Vehicle Driver,Other,Shepparton SA4
Y24H6026120P02T03,Y24H6026120,Y24H6026120P02,3,229.81026513,Private,1.54824,Vehicle Driver,Other,Shepparton SA4
Y24H6026120P02T04,Y24H6026120,Y24H6026120P02,4,229.81026513,Private,24.76032,Vehicle Driver,Other,Shepparton SA4
Y24H6026121P01T01,Y24H6026121,Y24H6026121P01,1,124.309688506,Active,0.65125,Walking,Other,Shepparton SA4
Y24H6026121P01T02,Y24H6026121,Y24H6026121P01,2,124.309688506,Active,0.65125,Walking,Other,Shepparton SA4
Y24H6026121P01T03,Y24H6026121,Y24H6026121P01,3,124.309688506,Active,0.65125,Walking,Other,Shepparton SA4
Y24H6026123P01T01,Y24H6026123,Y24H6026123P01,1,76.592575331,Private,4.77176,Vehicle Driver,Other,Shepparton SA4
Y24H6026123P01T02,Y24H6026123,Y24H6026123P01,2,76.592575331,Private,2.6092,Vehicle Driver,Other,Shepparton SA4
Y24H6026123P01T03,Y24H6026123,Y24H6026123P01,3,76.592575331,Private,7.37868,Vehicle Driver,Other,Shepparton SA4
Y24H6026123P02T01,Y24H6026123,Y24H6026123P02,1,136.704508717,Private,45.14194,Vehicle Driver,Other,Shepparton SA4
Y24H6026123P02T02,Y24H6026123,Y24H6026123P02,2,136.704508717,Private,45.14194,Vehicle Driver,Other,Shepparton SA4
Y24H6026124P01T01,Y24H6026124,Y24H6026124P01,1,95.765366872,Private,4.06055,Vehicle Driver,Other,Shepparton SA4
Y24H6026124P01T02,Y24H6026124,Y24H6026124P01,2,95.765366872,Private,2.61662,Vehicle Driver,Other,Shepparton SA4
Y24H6026124P01T03,Y24H6026124,Y24H6026124P01,3,95.765366872,Private,5.9261,Vehicle Driver,Other,Shepparton SA4
Y24H6026124P01T04,Y24H6026124,Y24H6026124P01,4,95.765366872,Private,3.42972,Vehicle Driver,Other,Shepparton SA4
Y24H6026128P01T01,Y24H6026128,Y24H6026128P01,1,231.886906994,Private,11.70288,Vehicle Driver,Other,Shepparton SA4
Y24H6026128P01T02,Y24H6026128,Y24H6026128P01,2,231.886906994,Private,169.94766,Vehicle Driver,Other,Shepparton SA4
Y24H6026128P01T03,Y24H6026128,Y24H6026128P01,3,231.886906994,Private,0.56937,Vehicle Driver,Other,Shepparton SA4
Y24H6026128P01T04,Y24H6026128,Y24H6026128P01,4,231.886906994,Private,169.38225,Vehicle Driver,Other,Shepparton SA4
Y24H6026128P02T01,Y24H6026128,Y24H6026128P02,1,188.476227258,Private,11.70267,Vehicle Passenger,Other,Shepparton SA4
Y24H6026128P02T02,Y24H6026128,Y24H6026128P02,2,188.476227258,Private,169.94766,Vehicle Passenger,Other,Shepparton SA4
Y24H6026128P02T03,Y24H6026128,Y24H6026128P02,3,188.476227258,Private,0.56937,Vehicle Passenger,Other,Shepparton SA4
Y24H6026128P02T04,Y24H6026128,Y24H6026128P02,4,188.476227258,Private,169.38225,Vehicle Passenger,Other,Shepparton SA4
Y24H6026131P01T01,Y24H6026131,Y24H6026131P01,1,100.236120708,Private,3.60214,Vehicle Passenger,Other,Shepparton SA4
Y24H6026131P01T02,Y24H6026131,Y24H6026131P01,2,100.236120708,Private,3.60214,Vehicle Passenger,Other,Shepparton SA4
Y24H6026132P01T01,Y24H6026132,Y24H6026132P01,1,186.599586765,Private,1.05914,Vehicle Driver,Other,Shepparton SA4
Y24H6026132P01T02,Y24H6026132,Y24H6026132P01,2,186.599586765,Private,6.72586,Vehicle Driver,Other,Shepparton SA4
Y24H6026132P01T03,Y24H6026132,Y24H6026132P01,3,186.599586765,Private,14.87954,Vehicle Driver,Other,Shepparton SA4
Y24H6026132P01T04,Y24H6026132,Y24H6026132P01,4,186.599586765,Private,8.41079,Vehicle Driver,Other,Shepparton SA4
Y24H6026132P01T05,Y24H6026132,Y24H6026132P01,5,186.599586765,Private,8.35561,Vehicle Driver,Other,Shepparton SA4
Y24H6026132P01T06,Y24H6026132,Y24H6026132P01,6,186.599586765,Private,8.35575,Vehicle Driver,Other,Shepparton SA4
Y24H6026132P02T01,Y24H6026132,Y24H6026132P02,1,81.592857388,Private,8.40572,Vehicle Driver,Other,Shepparton SA4
Y24H6026132P02T02,Y24H6026132,Y24H6026132P02,2,81.592857388,Private,12.81567,Vehicle Driver,Other,Shepparton SA4
Y24H6026132P02T03,Y24H6026132,Y24H6026132P02,3,81.592857388,Private,3.75227,Vehicle Driver,Other,Shepparton SA4
Y24H6026132P02T04,Y24H6026132,Y24H6026132P02,4,81.592857388,Private,8.35603,Vehicle Driver,Other,Shepparton SA4
Y24H6026132P03T01,Y24H6026132,Y24H6026132P03,1,120.157914844,Private,8.4057,Vehicle Passenger,Other,Shepparton SA4
Y24H6026132P03T02,Y24H6026132,Y24H6026132P03,2,120.157914844,Private,8.4057,Vehicle Passenger,Other,Shepparton SA4
Y24H6026132P03T03,Y24H6026132,Y24H6026132P03,3,120.157914844,Private,8.35575,Vehicle Passenger,Other,Shepparton SA4
Y24H6026132P03T04,Y24H6026132,Y24H6026132P03,4,120.157914844,Private,8.35575,Vehicle Passenger,Other,Shepparton SA4
